3, 0.004000
4, 0.000000
5, 0.001000
6, 0.001000
7, 0.000000
8, 0.001000
9, 0.001000
10, 0.001000
11, 0.002000
12, 0.002000
13, 0.001000
14, 0.002000
15, 0.003000
16, 0.003000
17, 0.003000
18, 0.004000
19, 0.005000
20, 0.006000
21, 0.006000
22, 0.007000
23, 0.007000
24, 0.009000
25, 0.009000
26, 0.011000
27, 0.012000
28, 0.012000
29, 0.015000
30, 0.015000
31, 0.017000
32, 0.019000
33, 0.020000
34, 0.022000
35, 0.024000
36, 0.025000
37, 0.028000
38, 0.030000
39, 0.033000
40, 0.034000
41, 0.037000
42, 0.045000
43, 0.043000
44, 0.045000
45, 0.058000
46, 0.051000
47, 0.056000
48, 0.058000
49, 0.063000
50, 0.073000
51, 0.102000
52, 0.084000
53, 0.089000
54, 0.093000
55, 0.099000
56, 0.110000
57, 0.099000
58, 0.101000
59, 0.127000
60, 0.112000
61, 0.119000
62, 0.123000
63, 0.136000
64, 0.140000
65, 0.151000
66, 0.150000
67, 0.157000
68, 0.184000
69, 0.178000
70, 0.179000
71, 0.217000
72, 0.194000
73, 0.211000
74, 0.234000
75, 0.258000
76, 0.242000
77, 0.266000
78, 0.273000
79, 0.283000
80, 0.293000
81, 0.306000
82, 0.371000
83, 0.329000
84, 0.356000
85, 0.359000
86, 0.359000
87, 0.374000
88, 0.400000
89, 0.399000
90, 0.409000
91, 0.443000
92, 0.437000
93, 0.452000
94, 0.469000
95, 0.487000
96, 0.502000
97, 0.513000
98, 0.570000
99, 0.549000
100, 0.565000
101, 0.580000
102, 0.594000
103, 0.612000
104, 0.635000
105, 0.710000
106, 0.679000
107, 0.692000
108, 0.729000
109, 0.729000
110, 0.753000
111, 0.883000
112, 0.796000
113, 0.966000
114, 0.807000
115, 0.841000
116, 0.898000
117, 0.882000
118, 0.900000
119, 0.931000
120, 1.000000
121, 0.969000
122, 0.993000
123, 1.017000
124, 1.075000
125, 1.090000
126, 1.240000
127, 1.108000
128, 1.225000
129, 1.253000
130, 1.197000
131, 1.290000
132, 1.247000
133, 1.289000
134, 1.331000
135, 1.341000
136, 1.517000
137, 1.404000
138, 1.427000
139, 1.494000
140, 1.494000
141, 1.542000
142, 1.561000
143, 1.636000
144, 1.661000
145, 1.875000
146, 1.696000
147, 1.783000
148, 1.807000
149, 1.856000
150, 1.869000
151, 1.898000
152, 2.098000
153, 2.004000
154, 2.018000
155, 2.137000
156, 2.076000
157, 2.150000
158, 2.200000
159, 2.235000
160, 2.308000
161, 2.339000
162, 2.404000
163, 2.441000
164, 2.542000
165, 2.490000
166, 2.527000
167, 2.754000
168, 2.660000
169, 2.708000
170, 2.947000
171, 2.814000
172, 2.989000
173, 3.173000
174, 3.147000
175, 3.153000
176, 3.194000
177, 3.178000
178, 3.248000
179, 3.546000
180, 3.296000
181, 3.478000
182, 3.422000
183, 3.716000
184, 3.537000
185, 3.658000
186, 3.656000
187, 3.842000
188, 3.826000
189, 3.904000
190, 3.986000
191, 4.078000
192, 4.231000
193, 4.180000
194, 4.328000
195, 4.337000
196, 4.319000
197, 4.437000
198, 4.483000
199, 4.586000
200, 4.729000
201, 4.981000
202, 4.803000
203, 4.911000
204, 5.062000
205, 5.086000
206, 5.073000
207, 5.244000
208, 5.271000
209, 5.353000
210, 5.334000
211, 5.661000
212, 5.722000
213, 5.663000
214, 5.655000
215, 6.107000
216, 6.001000
217, 6.201000
218, 6.024000
219, 6.301000
220, 6.377000
221, 6.237000
222, 6.298000
223, 6.465000
224, 6.524000
225, 6.711000
226, 6.803000
227, 7.022000
228, 6.782000
229, 7.212000
230, 7.412000
231, 7.534000
232, 7.203000
233, 7.638000
234, 7.334000
235, 7.745000
236, 7.578000
237, 7.885000
238, 7.769000
239, 8.166000
240, 7.925000
241, 8.499000
242, 8.138000
243, 8.593000
244, 8.338000
245, 8.800000
246, 8.488000
247, 8.753000
248, 9.029000
249, 9.036000
250, 9.158000
251, 9.162000
252, 9.348000
253, 9.669000
254, 9.358000
255, 9.567000
256, 10.663000
257, 9.721000
258, 9.934000
259, 10.048000
260, 10.161000
261, 10.276000
262, 10.232000
263, 10.542000
264, 10.456000
265, 10.648000
266, 10.765000
267, 11.067000
268, 11.018000
269, 11.340000
270, 11.456000
271, 11.376000
272, 11.488000
273, 11.723000
274, 11.869000
275, 11.833000
276, 12.179000
277, 12.181000
278, 12.432000
279, 12.348000
280, 13.036000
281, 12.819000
282, 12.942000
283, 13.043000
284, 13.106000
285, 13.177000
286, 13.410000
287, 13.676000
288, 13.839000
289, 13.640000
290, 14.212000
291, 14.595000
292, 14.075000
293, 14.196000
294, 14.531000
295, 14.744000
296, 14.774000
297, 14.944000
298, 15.384000
299, 15.278000
300, 15.495000
301, 15.620000
302, 15.748000
303, 15.831000
304, 16.037000
305, 16.228000
306, 16.448000
307, 16.403000
308, 16.457000
309, 16.923000
310, 16.990000
311, 17.191000
312, 17.379000
313, 17.960000
314, 17.629000
315, 18.003000
316, 17.780000
317, 18.039000
318, 18.367000
319, 18.236000
320, 19.034000
321, 18.686000
322, 18.973000
323, 19.130000
324, 19.287000
325, 19.507000
326, 19.640000
327, 19.859000
328, 20.185000
329, 19.903000
330, 20.625000
331, 20.533000
332, 20.731000
333, 21.181000
334, 21.130000
335, 21.111000
336, 21.622000
337, 21.557000
338, 22.164000
339, 22.761000
340, 22.306000
341, 23.189000
342, 22.515000
343, 22.837000
344, 23.087000
345, 23.289000
346, 23.363000
347, 23.283000
348, 23.874000
349, 23.850000
350, 24.237000
351, 24.388000
352, 24.602000
353, 24.961000
354, 24.948000
355, 25.410000
356, 25.185000
357, 25.854000
358, 25.806000
359, 26.134000
360, 26.951000
361, 26.496000
362, 26.848000
363, 26.734000
364, 27.130000
365, 27.420000
366, 27.363000
367, 27.682000
368, 28.386000
369, 28.063000
370, 28.706000
371, 28.570000
