X,F,Y,R,Err
1,000000,2,718282,2,718282,2,718282,0,000000
2,000000,7,389056,7,389056,7,389056,0,000001
3,000000,20,085537,20,085537,20,085537,0,000004
4,000000,54,598150,54,598153,54,598150,0,000015
5,000000,148,413159,148,413174,148,413159,0,000051
6,000000,403,428793,403,428840,403,428793,0,000157
7,000000,1096,633158,1096,633271,1096,633158,0,000438
8,000000,2980,957987,2980,958296,2980,957987,0,001139
9,000000,8103,083928,8103,084565,8103,083928,0,002699
