3, 0.000018
4, 0.000002
5, 0.000001
6, 0.000002
7, 0.000002
8, 0.000002
9, 0.000001
10, 0.000001
11, 0.000001
12, 0.000001
13, 0.000001
14, 0.000001
15, 0.000002
16, 0.000001
17, 0.000002
18, 0.000001
19, 0.000002
20, 0.000004
21, 0.000002
22, 0.000002
23, 0.000002
24, 0.000002
25, 0.000003
26, 0.000002
27, 0.000002
28, 0.000002
29, 0.000002
30, 0.000003
31, 0.000003
32, 0.000003
33, 0.000004
34, 0.000003
35, 0.000003
36, 0.000004
37, 0.000004
38, 0.000004
39, 0.000004
40, 0.000004
41, 0.000005
42, 0.000004
43, 0.000004
44, 0.000005
45, 0.000006
46, 0.000006
47, 0.000006
48, 0.000006
49, 0.000006
50, 0.000006
51, 0.000006
52, 0.000007
53, 0.000007
54, 0.000007
55, 0.000007
56, 0.000007
57, 0.000008
58, 0.000009
59, 0.000008
60, 0.000009
61, 0.000008
62, 0.000009
63, 0.000009
64, 0.000009
65, 0.000010
66, 0.000011
67, 0.000010
68, 0.000011
69, 0.000011
70, 0.000012
71, 0.000012
72, 0.000012
73, 0.000012
74, 0.000012
75, 0.000012
76, 0.000013
77, 0.000013
78, 0.000014
79, 0.000014
80, 0.000014
81, 0.000014
82, 0.000015
83, 0.000015
84, 0.000017
85, 0.000016
86, 0.000017
87, 0.000016
88, 0.000017
89, 0.000034
90, 0.000019
91, 0.000020
92, 0.000018
93, 0.000018
94, 0.000018
95, 0.000020
96, 0.000020
97, 0.000021
98, 0.000024
99, 0.000022
