t,x,y
26.670000,1.165067,-0.194975
26.680000,1.163053,-0.207924
26.690000,1.160909,-0.220801
26.700000,1.158637,-0.233602
26.710000,1.156237,-0.246321
26.720000,1.153711,-0.258953
26.730000,1.151058,-0.271492
26.740000,1.148281,-0.283934
26.750000,1.145380,-0.296273
26.760000,1.142356,-0.308505
26.770000,1.139210,-0.320624
26.780000,1.135944,-0.332627
26.790000,1.132558,-0.344509
26.800000,1.129054,-0.356265
26.810000,1.125433,-0.367891
26.820000,1.121697,-0.379384
26.830000,1.117846,-0.390738
26.840000,1.113883,-0.401950
26.850000,1.109808,-0.413016
26.860000,1.105623,-0.423933
26.870000,1.101329,-0.434698
26.880000,1.096929,-0.445306
26.890000,1.092424,-0.455755
26.900000,1.087815,-0.466042
26.910000,1.083104,-0.476164
26.920000,1.078292,-0.486118
26.930000,1.073382,-0.495902
26.940000,1.068375,-0.505512
26.950000,1.063272,-0.514948
26.960000,1.058076,-0.524206
26.970000,1.052789,-0.533285
26.980000,1.047411,-0.542183
26.990000,1.041945,-0.550898
27.000000,1.036394,-0.559429
27.010000,1.030758,-0.567774
27.020000,1.025039,-0.575932
27.030000,1.019240,-0.583901
27.040000,1.013361,-0.591681
27.050000,1.007407,-0.599272
27.060000,1.001377,-0.606671
27.070000,0.995274,-0.613879
27.080000,0.989100,-0.620895
27.090000,0.982856,-0.627719
27.100000,0.976546,-0.634351
27.110000,0.970170,-0.640790
27.120000,0.963731,-0.647037
27.130000,0.957230,-0.653091
27.140000,0.950670,-0.658953
27.150000,0.944052,-0.664624
27.160000,0.937378,-0.670103
27.170000,0.930650,-0.675392
27.180000,0.923871,-0.680490
27.190000,0.917041,-0.685400
27.200000,0.910163,-0.690122
27.210000,0.903239,-0.694656
27.220000,0.896271,-0.699004
27.230000,0.889260,-0.703167
27.240000,0.882208,-0.707146
27.250000,0.875117,-0.710943
27.260000,0.867990,-0.714559
27.270000,0.860827,-0.717995
27.280000,0.853630,-0.721253
27.290000,0.846402,-0.724334
27.300000,0.839144,-0.727241
27.310000,0.831858,-0.729975
27.320000,0.824545,-0.732538
27.330000,0.817208,-0.734931
27.340000,0.809847,-0.737157
27.350000,0.802465,-0.739217
27.360000,0.795064,-0.741113
27.370000,0.787644,-0.742849
27.380000,0.780207,-0.744424
27.390000,0.772756,-0.745843
27.400000,0.765291,-0.747106
27.410000,0.757814,-0.748216
27.420000,0.750327,-0.749176
27.430000,0.742831,-0.749987
27.440000,0.735328,-0.750652
27.450000,0.727818,-0.751173
27.460000,0.720305,-0.751552
27.470000,0.712788,-0.751792
27.480000,0.705269,-0.751895
27.490000,0.697750,-0.751863
27.500000,0.690233,-0.751700
27.510000,0.682717,-0.751406
27.520000,0.675205,-0.750985
27.530000,0.667698,-0.750439
27.540000,0.660196,-0.749770
27.550000,0.652703,-0.748981
27.560000,0.645217,-0.748074
27.570000,0.637742,-0.747052
27.580000,0.630277,-0.745916
27.590000,0.622824,-0.744671
27.600000,0.615384,-0.743316
27.610000,0.607958,-0.741857
27.620000,0.600547,-0.740293
27.630000,0.593152,-0.738629
27.640000,0.585774,-0.736866
27.650000,0.578415,-0.735007
27.660000,0.571075,-0.733053
27.670000,0.563754,-0.731008
27.680000,0.556455,-0.728874
27.690000,0.549177,-0.726653
27.700000,0.541922,-0.724348
27.710000,0.534690,-0.721960
27.720000,0.527483,-0.719492
27.730000,0.520301,-0.716946
27.740000,0.513144,-0.714324
27.750000,0.506015,-0.711630
27.760000,0.498912,-0.708864
27.770000,0.491838,-0.706029
27.780000,0.484792,-0.703128
27.790000,0.477775,-0.700162
27.800000,0.470789,-0.697134
27.810000,0.463833,-0.694045
27.820000,0.456908,-0.690899
27.830000,0.450015,-0.687696
27.840000,0.443154,-0.684439
27.850000,0.436326,-0.681130
27.860000,0.429532,-0.677772
27.870000,0.422771,-0.674366
27.880000,0.416045,-0.670913
27.890000,0.409353,-0.667417
27.900000,0.402696,-0.663879
27.910000,0.396075,-0.660301
27.920000,0.389491,-0.656686
27.930000,0.382942,-0.653034
27.940000,0.376430,-0.649347
27.950000,0.369955,-0.645629
27.960000,0.363517,-0.641880
27.970000,0.357118,-0.638102
27.980000,0.350756,-0.634298
27.990000,0.344432,-0.630468
28.000000,0.338146,-0.626615
28.010000,0.331899,-0.622741
28.020000,0.325691,-0.618847
28.030000,0.319523,-0.614935
28.040000,0.313393,-0.611007
28.050000,0.307302,-0.607065
28.060000,0.301252,-0.603109
28.070000,0.295240,-0.599142
28.080000,0.289269,-0.595166
28.090000,0.283337,-0.591182
28.100000,0.277445,-0.587191
28.110000,0.271593,-0.583196
28.120000,0.265781,-0.579198
28.130000,0.260009,-0.575198
28.140000,0.254277,-0.571198
28.150000,0.248585,-0.567200
28.160000,0.242933,-0.563204
28.170000,0.237321,-0.559214
28.180000,0.231749,-0.555229
28.190000,0.226217,-0.551252
28.200000,0.220724,-0.547284
28.210000,0.215271,-0.543327
28.220000,0.209857,-0.539381
28.230000,0.204483,-0.535449
28.240000,0.199148,-0.531531
28.250000,0.193853,-0.527630
28.260000,0.188596,-0.523746
28.270000,0.183378,-0.519881
28.280000,0.178198,-0.516036
28.290000,0.173057,-0.512213
28.300000,0.167954,-0.508413
28.310000,0.162888,-0.504637
28.320000,0.157861,-0.500886
28.330000,0.152871,-0.497162
28.340000,0.147917,-0.493466
28.350000,0.143001,-0.489800
28.360000,0.138121,-0.486164
28.370000,0.133278,-0.482559
28.380000,0.128470,-0.478988
28.390000,0.123698,-0.475451
28.400000,0.118961,-0.471949
28.410000,0.114259,-0.468484
28.420000,0.109591,-0.465056
28.430000,0.104958,-0.461668
28.440000,0.100358,-0.458319
28.450000,0.095791,-0.455011
28.460000,0.091257,-0.451745
28.470000,0.086756,-0.448523
28.480000,0.082287,-0.445345
28.490000,0.077849,-0.442212
28.500000,0.073442,-0.439126
28.510000,0.069066,-0.436087
28.520000,0.064720,-0.433096
28.530000,0.060404,-0.430155
28.540000,0.056117,-0.427264
28.550000,0.051859,-0.424425
28.560000,0.047628,-0.421638
28.570000,0.043426,-0.418904
28.580000,0.039250,-0.416224
28.590000,0.035101,-0.413600
28.600000,0.030978,-0.411031
28.610000,0.026880,-0.408519
28.620000,0.022807,-0.406065
28.630000,0.018759,-0.403669
28.640000,0.014734,-0.401333
28.650000,0.010732,-0.399056
28.660000,0.006753,-0.396841
28.670000,0.002795,-0.394687
28.680000,-0.001141,-0.392596
28.690000,-0.005057,-0.390568
28.700000,-0.008953,-0.388603
28.710000,-0.012829,-0.386704
28.720000,-0.016687,-0.384869
28.730000,-0.020527,-0.383100
28.740000,-0.024349,-0.381398
28.750000,-0.028155,-0.379763
28.760000,-0.031945,-0.378196
28.770000,-0.035719,-0.376697
28.780000,-0.039479,-0.375267
28.790000,-0.043225,-0.373906
28.800000,-0.046958,-0.372616
28.810000,-0.050677,-0.371395
28.820000,-0.054386,-0.370246
28.830000,-0.058083,-0.369168
28.840000,-0.061769,-0.368162
28.850000,-0.065446,-0.367229
28.860000,-0.069114,-0.366368
28.870000,-0.072774,-0.365580
28.880000,-0.076426,-0.364865
28.890000,-0.080071,-0.364225
28.900000,-0.083711,-0.363658
28.910000,-0.087345,-0.363166
28.920000,-0.090974,-0.362748
28.930000,-0.094600,-0.362406
28.940000,-0.098223,-0.362138
28.950000,-0.101843,-0.361946
28.960000,-0.105462,-0.361829
28.970000,-0.109080,-0.361788
28.980000,-0.112698,-0.361823
28.990000,-0.116316,-0.361934
29.000000,-0.119937,-0.362121
29.010000,-0.123559,-0.362384
29.020000,-0.127185,-0.362723
29.030000,-0.130814,-0.363138
29.040000,-0.134448,-0.363629
29.050000,-0.138087,-0.364197
29.060000,-0.141732,-0.364841
29.070000,-0.145384,-0.365561
29.080000,-0.149043,-0.366356
29.090000,-0.152711,-0.367228
29.100000,-0.156388,-0.368175
29.110000,-0.160075,-0.369198
29.120000,-0.163772,-0.370296
29.130000,-0.167481,-0.371469
29.140000,-0.171202,-0.372717
29.150000,-0.174936,-0.374040
29.160000,-0.178683,-0.375437
29.170000,-0.182445,-0.376908
29.180000,-0.186221,-0.378452
29.190000,-0.190014,-0.380070
29.200000,-0.193823,-0.381761
29.210000,-0.197649,-0.383524
29.220000,-0.201494,-0.385359
29.230000,-0.205357,-0.387265
29.240000,-0.209239,-0.389243
29.250000,-0.213142,-0.391291
29.260000,-0.217065,-0.393409
29.270000,-0.221010,-0.395596
29.280000,-0.224978,-0.397852
29.290000,-0.228968,-0.400177
29.300000,-0.232981,-0.402568
29.310000,-0.237019,-0.405027
29.320000,-0.241082,-0.407551
29.330000,-0.245170,-0.410141
29.340000,-0.249285,-0.412796
29.350000,-0.253427,-0.415514
29.360000,-0.257596,-0.418295
29.370000,-0.261793,-0.421138
29.380000,-0.266019,-0.424043
29.390000,-0.270274,-0.427007
29.400000,-0.274559,-0.430031
29.410000,-0.278875,-0.433114
29.420000,-0.283221,-0.436254
29.430000,-0.287600,-0.439450
29.440000,-0.292011,-0.442702
29.450000,-0.296454,-0.446008
29.460000,-0.300931,-0.449367
29.470000,-0.305442,-0.452778
29.480000,-0.309987,-0.456240
29.490000,-0.314566,-0.459752
29.500000,-0.319182,-0.463312
29.510000,-0.323833,-0.466919
29.520000,-0.328520,-0.470573
29.530000,-0.333244,-0.474270
29.540000,-0.338006,-0.478012
29.550000,-0.342805,-0.481795
29.560000,-0.347642,-0.485618
29.570000,-0.352517,-0.489481
29.580000,-0.357432,-0.493381
29.590000,-0.362385,-0.497317
29.600000,-0.367378,-0.501288
29.610000,-0.372411,-0.505292
29.620000,-0.377484,-0.509328
29.630000,-0.382598,-0.513393
29.640000,-0.387752,-0.517486
29.650000,-0.392947,-0.521606
29.660000,-0.398184,-0.525750
29.670000,-0.403463,-0.529918
29.680000,-0.408783,-0.534107
29.690000,-0.414145,-0.538315
29.700000,-0.419549,-0.542540
29.710000,-0.424996,-0.546782
29.720000,-0.430485,-0.551037
29.730000,-0.436016,-0.555303
29.740000,-0.441591,-0.559580
29.750000,-0.447208,-0.563864
29.760000,-0.452868,-0.568154
29.770000,-0.458571,-0.572448
29.780000,-0.464317,-0.576743
29.790000,-0.470106,-0.581037
29.800000,-0.475938,-0.585329
29.810000,-0.481812,-0.589615
29.820000,-0.487730,-0.593895
29.830000,-0.493690,-0.598164
29.840000,-0.499693,-0.602421
29.850000,-0.505739,-0.606664
29.860000,-0.511827,-0.610891
29.870000,-0.517956,-0.615098
29.880000,-0.524128,-0.619283
29.890000,-0.530342,-0.623444
29.900000,-0.536597,-0.627578
29.910000,-0.542894,-0.631683
29.920000,-0.549231,-0.635755
29.930000,-0.555609,-0.639793
29.940000,-0.562026,-0.643794
29.950000,-0.568484,-0.647754
29.960000,-0.574981,-0.651672
29.970000,-0.581518,-0.655544
29.980000,-0.588092,-0.659367
29.990000,-0.594705,-0.663139
30.000000,-0.601355,-0.666856
30.010000,-0.608042,-0.670517
30.020000,-0.614765,-0.674117
30.030000,-0.621524,-0.677653
30.040000,-0.628318,-0.681124
30.050000,-0.635146,-0.684524
30.060000,-0.642008,-0.687853
30.070000,-0.648903,-0.691106
30.080000,-0.655830,-0.694279
30.090000,-0.662788,-0.697371
30.100000,-0.669777,-0.700378
30.110000,-0.676795,-0.703296
30.120000,-0.683843,-0.706122
30.130000,-0.690918,-0.708853
30.140000,-0.698019,-0.711486
30.150000,-0.705147,-0.714017
30.160000,-0.712299,-0.716443
30.170000,-0.719475,-0.718760
30.180000,-0.726674,-0.720965
30.190000,-0.733894,-0.723055
30.200000,-0.741135,-0.725026
30.210000,-0.748394,-0.726875
30.220000,-0.755672,-0.728597
30.230000,-0.762966,-0.730191
30.240000,-0.770275,-0.731652
30.250000,-0.777599,-0.732976
30.260000,-0.784934,-0.734161
30.270000,-0.792281,-0.735203
30.280000,-0.799638,-0.736097
30.290000,-0.807003,-0.736842
30.300000,-0.814374,-0.737433
30.310000,-0.821751,-0.737866
30.320000,-0.829131,-0.738139
30.330000,-0.836513,-0.738248
30.340000,-0.843895,-0.738189
30.350000,-0.851276,-0.737959
30.360000,-0.858654,-0.737555
30.370000,-0.866027,-0.736974
30.380000,-0.873393,-0.736211
30.390000,-0.880750,-0.735264
30.400000,-0.888098,-0.734129
30.410000,-0.895432,-0.732804
30.420000,-0.902753,-0.731285
30.430000,-0.910057,-0.729569
30.440000,-0.917344,-0.727652
30.450000,-0.924610,-0.725533
30.460000,-0.931854,-0.723208
30.470000,-0.939073,-0.720674
30.480000,-0.946266,-0.717929
30.490000,-0.953431,-0.714969
30.500000,-0.960565,-0.711792
30.510000,-0.967666,-0.708396
30.520000,-0.974732,-0.704779
30.530000,-0.981761,-0.700937
30.540000,-0.988750,-0.696868
30.550000,-0.995698,-0.692571
30.560000,-1.002601,-0.688044
30.570000,-1.009458,-0.683284
30.580000,-1.016266,-0.678289
30.590000,-1.023023,-0.673059
30.600000,-1.029726,-0.667592
30.610000,-1.036374,-0.661885
30.620000,-1.042963,-0.655938
30.630000,-1.049492,-0.649751
30.640000,-1.055957,-0.643320
30.650000,-1.062357,-0.636647
30.660000,-1.068689,-0.629731
30.670000,-1.074951,-0.622570
30.680000,-1.081140,-0.615164
30.690000,-1.087254,-0.607514
30.700000,-1.093289,-0.599620
30.710000,-1.099245,-0.591481
30.720000,-1.105118,-0.583097
30.730000,-1.110906,-0.574471
30.740000,-1.116607,-0.565601
30.750000,-1.122218,-0.556490
30.760000,-1.127736,-0.547138
30.770000,-1.133159,-0.537547
30.780000,-1.138486,-0.527717
30.790000,-1.143713,-0.517652
30.800000,-1.148838,-0.507352
30.810000,-1.153859,-0.496821
30.820000,-1.158774,-0.486059
30.830000,-1.163580,-0.475071
30.840000,-1.168275,-0.463858
30.850000,-1.172856,-0.452423
30.860000,-1.177322,-0.440770
30.870000,-1.181671,-0.428902
30.880000,-1.185900,-0.416822
30.890000,-1.190007,-0.404535
30.900000,-1.193990,-0.392044
30.910000,-1.197847,-0.379354
30.920000,-1.201576,-0.366468
30.930000,-1.205176,-0.353392
30.940000,-1.208643,-0.340130
30.950000,-1.211978,-0.326687
30.960000,-1.215176,-0.313068
30.970000,-1.218238,-0.299279
30.980000,-1.221161,-0.285325
30.990000,-1.223944,-0.271211
31.000000,-1.226585,-0.256944
31.010000,-1.229083,-0.242530
31.020000,-1.231435,-0.227974
31.030000,-1.233642,-0.213283
31.040000,-1.235701,-0.198464
31.050000,-1.237611,-0.183523
31.060000,-1.239371,-0.168466
31.070000,-1.240980,-0.153301
31.080000,-1.242436,-0.138035
31.090000,-1.243740,-0.122674
31.100000,-1.244890,-0.107227
31.110000,-1.245884,-0.091699
31.120000,-1.246723,-0.076099
31.130000,-1.247406,-0.060433
31.140000,-1.247932,-0.044710
31.150000,-1.248300,-0.028937
31.160000,-1.248510,-0.013121
31.170000,-1.248562,0.002730
31.180000,-1.248456,0.018608
31.190000,-1.248190,0.034505
31.200000,-1.247766,0.050414
31.210000,-1.247182,0.066327
31.220000,-1.246439,0.082237
31.230000,-1.245537,0.098135
31.240000,-1.244476,0.114014
31.250000,-1.243257,0.129867
31.260000,-1.241879,0.145686
31.270000,-1.240343,0.161463
31.280000,-1.238650,0.177190
31.290000,-1.236800,0.192861
31.300000,-1.234793,0.208469
31.310000,-1.232631,0.224005
31.320000,-1.230313,0.239462
31.330000,-1.227842,0.254835
31.340000,-1.225217,0.270115
31.350000,-1.222440,0.285296
31.360000,-1.219511,0.300372
31.370000,-1.216433,0.315335
31.380000,-1.213205,0.330179
31.390000,-1.209829,0.344899
31.400000,-1.206307,0.359487
31.410000,-1.202640,0.373938
31.420000,-1.198829,0.388247
31.430000,-1.194876,0.402407
31.440000,-1.190781,0.416413
31.450000,-1.186548,0.430260
31.460000,-1.182177,0.443943
31.470000,-1.177670,0.457456
31.480000,-1.173028,0.470796
31.490000,-1.168254,0.483957
31.500000,-1.163350,0.496935
31.510000,-1.158316,0.509727
31.520000,-1.153156,0.522327
31.530000,-1.147870,0.534733
31.540000,-1.142462,0.546941
31.550000,-1.136932,0.558947
31.560000,-1.131284,0.570748
31.570000,-1.125518,0.582342
31.580000,-1.119637,0.593725
31.590000,-1.113644,0.604896
31.600000,-1.107540,0.615851
31.610000,-1.101328,0.626589
31.620000,-1.095009,0.637107
31.630000,-1.088586,0.647405
31.640000,-1.082062,0.657479
31.650000,-1.075438,0.667330
31.660000,-1.068716,0.676955
31.670000,-1.061899,0.686355
31.680000,-1.054990,0.695527
31.690000,-1.047989,0.704471
31.700000,-1.040901,0.713187
31.710000,-1.033726,0.721675
31.720000,-1.026468,0.729935
31.730000,-1.019129,0.737965
31.740000,-1.011710,0.745768
31.750000,-1.004214,0.753342
31.760000,-0.996644,0.760690
31.770000,-0.989001,0.767810
31.780000,-0.981288,0.774705
31.790000,-0.973508,0.781374
31.800000,-0.965661,0.787820
31.810000,-0.957752,0.794043
31.820000,-0.949781,0.800044
31.830000,-0.941752,0.805826
31.840000,-0.933666,0.811390
31.850000,-0.925525,0.816736
31.860000,-0.917332,0.821868
31.870000,-0.909088,0.826788
31.880000,-0.900796,0.831496
31.890000,-0.892459,0.835995
31.900000,-0.884077,0.840288
31.910000,-0.875654,0.844376
31.920000,-0.867190,0.848262
31.930000,-0.858689,0.851948
31.940000,-0.850152,0.855437
31.950000,-0.841581,0.858732
31.960000,-0.832978,0.861834
31.970000,-0.824345,0.864747
31.980000,-0.815684,0.867473
31.990000,-0.806996,0.870015
32.000000,-0.798284,0.872376
32.010000,-0.789549,0.874558
32.020000,-0.780794,0.876565
32.030000,-0.772019,0.878400
32.040000,-0.763226,0.880065
32.050000,-0.754418,0.881563
32.060000,-0.745595,0.882897
32.070000,-0.736760,0.884071
32.080000,-0.727914,0.885087
32.090000,-0.719059,0.885949
32.100000,-0.710196,0.886658
32.110000,-0.701327,0.887219
32.120000,-0.692452,0.887635
32.130000,-0.683574,0.887908
32.140000,-0.674694,0.888041
32.150000,-0.665814,0.888039
32.160000,-0.656934,0.887902
32.170000,-0.648056,0.887636
32.180000,-0.639182,0.887242
32.190000,-0.630312,0.886724
32.200000,-0.621448,0.886084
32.210000,-0.612591,0.885326
32.220000,-0.603742,0.884453
32.230000,-0.594902,0.883467
32.240000,-0.586073,0.882372
32.250000,-0.577255,0.881170
32.260000,-0.568450,0.879864
32.270000,-0.559658,0.878457
32.280000,-0.550881,0.876953
32.290000,-0.542119,0.875353
32.300000,-0.533374,0.873660
32.310000,-0.524646,0.871878
32.320000,-0.515937,0.870009
32.330000,-0.507246,0.868056
32.340000,-0.498576,0.866021
32.350000,-0.489926,0.863907
32.360000,-0.481298,0.861716
32.370000,-0.472692,0.859452
32.380000,-0.464109,0.857117
32.390000,-0.455550,0.854712
32.400000,-0.447015,0.852242
32.410000,-0.438505,0.849708
32.420000,-0.430021,0.847112
32.430000,-0.421563,0.844457
32.440000,-0.413132,0.841746
32.450000,-0.404729,0.838980
32.460000,-0.396353,0.836163
32.470000,-0.388006,0.833296
32.480000,-0.379687,0.830381
32.490000,-0.371398,0.827420
32.500000,-0.363139,0.824417
32.510000,-0.354910,0.821373
32.520000,-0.346712,0.818290
32.530000,-0.338544,0.815170
32.540000,-0.330408,0.812015
32.550000,-0.322304,0.808827
32.560000,-0.314232,0.805609
32.570000,-0.306192,0.802362
32.580000,-0.298185,0.799088
32.590000,-0.290210,0.795789
32.600000,-0.282269,0.792467
32.610000,-0.274361,0.789123
32.620000,-0.266487,0.785761
32.630000,-0.258646,0.782380
32.640000,-0.250839,0.778984
32.650000,-0.243066,0.775574
32.660000,-0.235328,0.772151
32.670000,-0.227623,0.768718
32.680000,-0.219953,0.765276
32.690000,-0.212318,0.761826
32.700000,-0.204717,0.758370
32.710000,-0.197150,0.754910
32.720000,-0.189619,0.751448
32.730000,-0.182121,0.747985
32.740000,-0.174659,0.744522
32.750000,-0.167231,0.741061
32.760000,-0.159838,0.737604
32.770000,-0.152479,0.734151
32.780000,-0.145155,0.730705
32.790000,-0.137865,0.727267
32.800000,-0.130609,0.723838
32.810000,-0.123388,0.720419
32.820000,-0.116201,0.717013
32.830000,-0.109048,0.713620
32.840000,-0.101928,0.710241
32.850000,-0.094843,0.706878
32.860000,-0.087791,0.703533
32.870000,-0.080772,0.700206
32.880000,-0.073787,0.696899
32.890000,-0.066834,0.693613
32.900000,-0.059914,0.690349
32.910000,-0.053027,0.687108
32.920000,-0.046172,0.683893
32.930000,-0.039349,0.680702
32.940000,-0.032558,0.677539
32.950000,-0.025798,0.674404
32.960000,-0.019070,0.671298
32.970000,-0.012372,0.668222
32.980000,-0.005705,0.665178
32.990000,0.000932,0.662166
33.000000,0.007538,0.659188
33.010000,0.014116,0.656244
33.020000,0.020663,0.653336
33.030000,0.027182,0.650464
33.040000,0.033673,0.647630
33.050000,0.040135,0.644835
33.060000,0.046570,0.642078
33.070000,0.052977,0.639363
33.080000,0.059357,0.636689
33.090000,0.065711,0.634057
33.100000,0.072038,0.631468
33.110000,0.078340,0.628923
33.120000,0.084617,0.626423
33.130000,0.090869,0.623969
33.140000,0.097096,0.621562
33.150000,0.103300,0.619202
33.160000,0.109481,0.616890
33.170000,0.115638,0.614628
33.180000,0.121773,0.612415
33.190000,0.127887,0.610252
33.200000,0.133979,0.608141
33.210000,0.140050,0.606082
33.220000,0.146100,0.604075
33.230000,0.152131,0.602122
33.240000,0.158143,0.600222
33.250000,0.164136,0.598378
33.260000,0.170111,0.596588
33.270000,0.176068,0.594855
33.280000,0.182008,0.593178
33.290000,0.187932,0.591557
33.300000,0.193839,0.589995
33.310000,0.199732,0.588490
33.320000,0.205609,0.587044
33.330000,0.211473,0.585657
33.340000,0.217323,0.584329
33.350000,0.223160,0.583061
33.360000,0.228984,0.581853
33.370000,0.234797,0.580707
33.380000,0.240598,0.579621
33.390000,0.246389,0.578596
33.400000,0.252171,0.577634
33.410000,0.257942,0.576733
33.420000,0.263705,0.575895
33.430000,0.269460,0.575119
33.440000,0.275208,0.574405
33.450000,0.280949,0.573755
33.460000,0.286683,0.573168
33.470000,0.292412,0.572644
33.480000,0.298136,0.572183
33.490000,0.303856,0.571786
33.500000,0.309572,0.571452
33.510000,0.315285,0.571182
33.520000,0.320996,0.570975
33.530000,0.326705,0.570831
33.540000,0.332413,0.570751
33.550000,0.338120,0.570734
33.560000,0.343828,0.570780
33.570000,0.349536,0.570890
33.580000,0.355246,0.571062
33.590000,0.360958,0.571296
33.600000,0.366672,0.571593
33.610000,0.372390,0.571952
33.620000,0.378111,0.572373
33.630000,0.383837,0.572854
33.640000,0.389569,0.573397
33.650000,0.395306,0.574001
33.660000,0.401049,0.574664
33.670000,0.406799,0.575387
33.680000,0.412557,0.576168
33.690000,0.418323,0.577008
33.700000,0.424097,0.577906
33.710000,0.429881,0.578861
33.720000,0.435675,0.579872
33.730000,0.441479,0.580939
33.740000,0.447293,0.582061
33.750000,0.453120,0.583237
33.760000,0.458958,0.584466
33.770000,0.464809,0.585747
33.780000,0.470674,0.587080
33.790000,0.476551,0.588463
33.800000,0.482443,0.589895
33.810000,0.488349,0.591375
33.820000,0.494271,0.592903
33.830000,0.500207,0.594476
33.840000,0.506160,0.596095
33.850000,0.512129,0.597756
33.860000,0.518116,0.599460
33.870000,0.524119,0.601204
33.880000,0.530140,0.602988
33.890000,0.536179,0.604810
33.900000,0.542236,0.606668
33.910000,0.548312,0.608561
33.920000,0.554407,0.610487
33.930000,0.560522,0.612445
33.940000,0.566656,0.614433
33.950000,0.572811,0.616449
33.960000,0.578985,0.618491
33.970000,0.585181,0.620558
33.980000,0.591397,0.622648
33.990000,0.597634,0.624758
34.000000,0.603892,0.626887
34.010000,0.610172,0.629032
34.020000,0.616473,0.631192
34.030000,0.622795,0.633365
34.040000,0.629140,0.635548
34.050000,0.635506,0.637738
34.060000,0.641895,0.639934
34.070000,0.648305,0.642133
34.080000,0.654737,0.644334
34.090000,0.661192,0.646532
34.100000,0.667668,0.648726
34.110000,0.674166,0.650914
34.120000,0.680686,0.653092
34.130000,0.687228,0.655258
34.140000,0.693791,0.657409
34.150000,0.700376,0.659543
34.160000,0.706982,0.661656
34.170000,0.713609,0.663746
34.180000,0.720257,0.665809
34.190000,0.726925,0.667844
34.200000,0.733614,0.669846
34.210000,0.740322,0.671813
34.220000,0.747050,0.673741
34.230000,0.753797,0.675628
34.240000,0.760562,0.677470
34.250000,0.767346,0.679264
34.260000,0.774147,0.681006
34.270000,0.780966,0.682694
34.280000,0.787801,0.684323
34.290000,0.794652,0.685891
34.300000,0.801519,0.687394
34.310000,0.808400,0.688829
34.320000,0.815295,0.690191
34.330000,0.822203,0.691477
34.340000,0.829124,0.692685
34.350000,0.836057,0.693809
34.360000,0.843000,0.694847
34.370000,0.849953,0.695794
34.380000,0.856916,0.696647
34.390000,0.863886,0.697403
34.400000,0.870863,0.698057
34.410000,0.877847,0.698606
34.420000,0.884835,0.699045
34.430000,0.891827,0.699372
34.440000,0.898822,0.699582
34.450000,0.905819,0.699671
34.460000,0.912815,0.699636
34.470000,0.919811,0.699472
34.480000,0.926804,0.699177
34.490000,0.933794,0.698745
34.500000,0.940779,0.698174
34.510000,0.947757,0.697459
34.520000,0.954727,0.696597
34.530000,0.961688,0.695584
34.540000,0.968639,0.694415
34.550000,0.975576,0.693088
34.560000,0.982500,0.691599
34.570000,0.989408,0.689944
34.580000,0.996298,0.688119
34.590000,1.003169,0.686121
34.600000,1.010020,0.683946
34.610000,1.016848,0.681591
34.620000,1.023651,0.679052
34.630000,1.030428,0.676327
34.640000,1.037177,0.673411
34.650000,1.043896,0.670301
34.660000,1.050582,0.666995
34.670000,1.057235,0.663490
34.680000,1.063852,0.659781
34.690000,1.070430,0.655867
34.700000,1.076968,0.651745
34.710000,1.083464,0.647411
34.720000,1.089916,0.642864
34.730000,1.096321,0.638101
34.740000,1.102677,0.633119
34.750000,1.108982,0.627917
34.760000,1.115235,0.622492
34.770000,1.121431,0.616842
34.780000,1.127571,0.610966
34.790000,1.133650,0.604861
34.800000,1.139667,0.598526
34.810000,1.145620,0.591960
34.820000,1.151506,0.585162
34.830000,1.157322,0.578130
34.840000,1.163067,0.570864
34.850000,1.168739,0.563362
34.860000,1.174334,0.555624
34.870000,1.179850,0.547651
34.880000,1.185286,0.539441
34.890000,1.190638,0.530994
34.900000,1.195905,0.522311
34.910000,1.201084,0.513392
34.920000,1.206172,0.504238
34.930000,1.211168,0.494850
34.940000,1.216068,0.485227
34.950000,1.220872,0.475372
34.960000,1.225575,0.465286
34.970000,1.230177,0.454970
34.980000,1.234674,0.444427
34.990000,1.239064,0.433657
35.000000,1.243346,0.422664
35.010000,1.247517,0.411449
35.020000,1.251574,0.400016
35.030000,1.255517,0.388367
35.040000,1.259341,0.376505
35.050000,1.263046,0.364433
35.060000,1.266629,0.352155
35.070000,1.270088,0.339675
35.080000,1.273422,0.326996
35.090000,1.276628,0.314123
35.100000,1.279704,0.301059
35.110000,1.282648,0.287809
35.120000,1.285459,0.274378
35.130000,1.288135,0.260771
35.140000,1.290674,0.246992
35.150000,1.293074,0.233047
35.160000,1.295334,0.218941
35.170000,1.297453,0.204680
35.180000,1.299428,0.190269
35.190000,1.301258,0.175714
35.200000,1.302941,0.161022
35.210000,1.304478,0.146199
35.220000,1.305865,0.131250
35.230000,1.307102,0.116182
35.240000,1.308188,0.101003
35.250000,1.309122,0.085717
35.260000,1.309902,0.070333
35.270000,1.310528,0.054857
35.280000,1.310999,0.039297
35.290000,1.311314,0.023658
35.300000,1.311472,0.007949
35.310000,1.311473,-0.007824
35.320000,1.311315,-0.023653
35.330000,1.311000,-0.039531
35.340000,1.310525,-0.055450
35.350000,1.309890,-0.071404
35.360000,1.309096,-0.087385
35.370000,1.308143,-0.103385
35.380000,1.307029,-0.119396
35.390000,1.305755,-0.135413
